ticker,symbol_yf,company_name,listing_date,shares_outstanding,board,status,sector
INET,INET.JK,Sinergi Inti Andalan Prima Tbk,2023-07-24,22374111088,Pengembangan,active,
MAHA,MAHA.JK,Mandiri Herindo Adiperkasa Tbk,2023-07-25,16666000000,Utama,active,
RMKO,RMKO.JK,Royaltama Mulia Kontraktorindo,2023-07-31,1250000000,Pengembangan,active,
CNMA,CNMA.JK,Nusantara Sejahtera Raya Tbk.,02 Agt 2023,83345000000,Pengembangan,active,
FOLK,FOLK.JK,Multi Garam Utama Tbk.,07 Agt 2023,4091357544,Pengembangan,active,
HBAT,HBAT.JK,Minahasa Membangun Hebat Tbk.,07 Agt 2023,1040740800,Akselerasi,active,
GRIA,GRIA.JK,Ingria Pratama Capitalindo Tbk,08 Agt 2023,7375720674,Pengembangan,active,
PPRI,PPRI.JK,Paperocks Indonesia Tbk.,08 Agt 2023,1075027288,Pengembangan,active,
ERAL,ERAL.JK,Sinar Eka Selaras Tbk.,08 Agt 2023,5187500000,Utama,active,
CYBR,CYBR.JK,ITSEC Asia Tbk.,08 Agt 2023,6720523197,Pengembangan,active,
MUTU,MUTU.JK,Mutuagung Lestari Tbk.,09 Agt 2023,3142950585,Pengembangan,active,
LMAX,LMAX.JK,Lupromax Pelumas Indonesia Tbk,09 Agt 2023,650008775,Akselerasi,active,
HUMI,HUMI.JK,Humpuss Maritim Internasional,09 Agt 2023,18062572443,Pengembangan,active,
MSIE,MSIE.JK,Multisarana Intan Eduka Tbk.,10 Agt 2023,1460007754,Akselerasi,active,
RSCH,RSCH.JK,Charlie Hospital Semarang Tbk.,28 Agt 2023,2650000000,Pengembangan,active,
BABY,BABY.JK,Multitrend Indo Tbk.,2023-09-07,2616226706,Pengembangan,active,
AEGS,AEGS.JK,Anugerah Spareparts Sejahtera,2023-09-11,1006080721,Akselerasi,active,
IOTF,IOTF.JK,Sumber Sinergi Makmur Tbk.,2023-10-06,5290298067,Pengembangan,active,
KOCI,KOCI.JK,Kokoh Exa Nusantara Tbk.,2023-10-07,4466897008,Pengembangan,active,
PTPS,PTPS.JK,Pulau Subur Tbk.,2023-10-09,2167514856,Pengembangan,active,
BREN,BREN.JK,Barito Renewables Energy Tbk.,2023-10-09,133786220000,Utama,active,
STRK,STRK.JK,Lovina Beach Brewery Tbk.,2023-10-10,10721835562,Pengembangan,active,
KOKA,KOKA.JK,Koka Indonesia Tbk.,2023-10-11,2861333000,Pengembangan,active,
LOPI,LOPI.JK,Logisticsplus International Tb,2023-10-11,1100011289,Akselerasi,active,
UDNG,UDNG.JK,Agro Bahari Nusantara Tbk.,2023-10-31,1750040072,Pemantauan Khusus,active,
RGAS,RGAS.JK,Kian Santang Muliatama Tbk.,2023-11-08,1459234110,Pengembangan,active,
MSTI,MSTI.JK,Mastersystem Infotama Tbk.,2023-11-08,3139416200,Utama,active,
IKPM,IKPM.JK,Ikapharmindo Putramas Tbk.,2023-11-08,1684662500,Pengembangan,active,
AYAM,AYAM.JK,Janu Putra Sejahtera Tbk.,2023-11-30,4000000000,Pengembangan,active,
SURI,SURI.JK,Maja Agung Latexindo Tbk.,2023-12-07,6334375000,Pengembangan,active,
ASLI,ASLI.JK,Asri Karya Lestari Tbk.,2024-01-05,6250000000,Pengembangan,active,
GRPH,GRPH.JK,Griptha Putra Persada Tbk.,2024-01-17,1000000000,Pengembangan,active,
SMGA,SMGA.JK,Sumber Mineral Global Abadi Tb,2024-01-30,8750000000,Pengembangan,active,
UNTD,UNTD.JK,Terang Dunia Internusa Tbk.,2024-02-07,6666666700,Pengembangan,active,
TOSK,TOSK.JK,Topindo Solusi Komunika Tbk.,2024-02-07,4375277300,Pengembangan,active,
MPIX,MPIX.JK,Mitra Pedagang Indonesia Tbk.,2024-02-07,1562574308,Pengembangan,active,
ALII,ALII.JK,Ancara Logistics Indonesia Tbk,2024-02-07,15825800000,Utama,active,
MKAP,MKAP.JK,Multikarya Asia Pasifik Raya T,2024-02-12,3250000000,Pengembangan,active,
MEJA,MEJA.JK,Harta Djaya Karya Tbk.,2024-02-12,2235502042,Akselerasi,active,
LIVE,LIVE.JK,Homeco Victoria Makmur Tbk.,2024-02-12,4593005014,Pengembangan,active,
HYGN,HYGN.JK,Ecocare Indo Pasifik Tbk.,2024-02-13,2525000000,Pengembangan,active,
BAIK,BAIK.JK,Bersama Mencapai Puncak Tbk.,2024-02-15,1127497572,Pengembangan,active,
VISI,VISI.JK,Satu Visi Putra Tbk.,2024-02-27,3075000000,Pengembangan,active,
AREA,AREA.JK,Dunia Virtual Online Tbk.,2024-04-01,2539601000,Pengembangan,active,
MHKI,MHKI.JK,Multi Hanna Kreasindo Tbk.,2024-04-16,3750000000,Pengembangan,active,
ATLA,ATLA.JK,Atlantis Subsea Indonesia Tbk.,2024-04-16,6199577693,Pengembangan,active,
DATA,DATA.JK,Remala Abadi Tbk.,2024-05-07,1375000000,Pengembangan,active,
SOLA,SOLA.JK,Xolare RCR Energy Tbk.,2024-05-08,3287375000,Pengembangan,active,
BATR,BATR.JK,Benteng Api Technic Tbk.,2024-06-10,3025037353,Pengembangan,active,
SPRE,SPRE.JK,Soraya Berjaya Indonesia Tbk.,2024-07-03,800000000,Akselerasi,active,
PART,PART.JK,Cipta Perdana Lancar Tbk.,2024-07-05,2812127844,Pengembangan,active,
GOLF,GOLF.JK,Intra Golflink Resorts Tbk.,2024-07-08,19486760000,Utama,active,
ISEA,ISEA.JK,Indo American Seafoods Tbk.,2024-07-08,1390013370,Pengembangan,active,
BLES,BLES.JK,Superior Prima Sukses Tbk.,2024-07-08,8890206400,Pengembangan,active,
GUNA,GUNA.JK,Gunanusa Eramandiri Tbk.,2024-07-09,2500000000,Pengembangan,active,
LABS,LABS.JK,UBC Medical Indonesia Tbk.,2024-07-10,3950000000,Pengembangan,active,
DOSS,DOSS.JK,Global Sukses Digital Tbk.,07 Agt 2024,1725000000,Pengembangan,active,
NEST,NEST.JK,Esta Indonesia Tbk.,08 Agt 2024,4112500000,Pengembangan,active,
PTMR,PTMR.JK,Master Print Tbk.,2024-10-08,1907000000,Pemantauan Khusus,active,
VERN,VERN.JK,Verona Indah Pictures Tbk.,2024-10-08,4765648183,Pengembangan,active,
DAAZ,DAAZ.JK,Daaz Bara Lestari Tbk.,2024-11-11,1997000000,Utama,active,
BOAT,BOAT.JK,Newport Marine Services Tbk.,2024-11-12,3501680000,Pengembangan,active,
NAIK,NAIK.JK,Adiwarna Anugerah Abadi Tbk.,2024-11-13,3327529803,Pengembangan,active,
AADI,AADI.JK,Adaro Andalan Indonesia Tbk.,2024-12-05,7786891760,Utama,active,
MDIY,MDIY.JK,Daya Intiguna Yasa Tbk.,2024-12-19,25190392000,Utama,active,
KSIX,KSIX.JK,Kentanix Supra International T,2025-01-08,2137831800,Pengembangan,active,
RATU,RATU.JK,Raharja Energi Cepu Tbk.,2025-01-08,2715053800,Pengembangan,active,
YOII,YOII.JK,Asuransi Digital Bersama Tbk.,2025-01-08,3424687500,Pengembangan,active,
HGII,HGII.JK,Hero Global Investment Tbk.,2025-01-09,6500000000,Pengembangan,active,
BRRC,BRRC.JK,Raja Roti Cemerlang Tbk.,2025-01-09,994603036,Pengembangan,active,
DGWG,DGWG.JK,Delta Giri Wacana Tbk.,2025-01-13,5882353000,Utama,active,
CBDK,CBDK.JK,Bangun Kosambi Sukses Tbk.,2025-01-13,5668944500,Utama,active,
OBAT,OBAT.JK,Brigit Biofarmaka Teknologi Tb,2025-01-13,680376575,Pengembangan,active,
MINE,MINE.JK,Sinar Terang Mandiri Tbk.,2025-03-10,4084435300,Utama,active,
ASPR,ASPR.JK,Asia Pramulia Tbk.,2025-07-08,2712000000,Pemantauan Khusus,active,
PSAT,PSAT.JK,Pancaran Samudera Transport Tb,2025-07-08,1482353000,Utama,active,
COIN,COIN.JK,Indokripto Koin Semesta Tbk.,2025-07-09,14705882400,Pengembangan,active,
CDIA,CDIA.JK,Chandra Daya Investasi Tbk.,2025-07-09,124829374700,Pengembangan,active,
BLOG,BLOG.JK,Trimitra Trans Persada Tbk.,2025-07-10,3379487200,Utama,active,
MERI,MERI.JK,Merry Riana Edukasi Tbk.,2025-07-10,1035132500,Pengembangan,active,
CHEK,CHEK.JK,Diastika Biotekindo Tbk.,2025-07-10,4113331485,Pengembangan,active,
PMUI,PMUI.JK,Prima Multi Usaha Indonesia Tb,2025-07-10,5800000000,Pengembangan,active,
EMAS,EMAS.JK,Merdeka Gold Resources Tbk.,2025-09-23,14731366060,Pengembangan,active,
PJHB,PJHB.JK,Pelayaran Jaya Hidup Baru Tbk.,2025-11-06,1920000000,Pengembangan,active,
RLCO,RLCO.JK,Abadi Lestari Indonesia Tbk.,2025-12-08,3125000000,Pengembangan,active,
SUPA,SUPA.JK,Super Bank Indonesia Tbk.,2025-12-17,33558047450,Pengembangan,active,
WBSA,WBSA.JK,BSA Logistics Indonesia Tbk.,2026-04-10,8675000000,Pengembangan,active,
KAQI,KAQI.JK,Jantra Grupo Indonesia Tbk.,2025-03-10,2075800000,Pengembangan,active,
YUPI,YUPI.JK,Yupi Indo Jelly Gum Tbk.,2025-03-25,8544488700,Utama,active,
FORE,FORE.JK,Fore Kopi Indonesia Tbk.,2025-04-14,8918359270,Pengembangan,active,
MDLA,MDLA.JK,Medela Potentia Tbk.,2025-04-15,14012825000,Utama,active,
DKHH,DKHH.JK,Cipta Sarana Medika Tbk.,2025-05-08,2550157513,Pengembangan,active,
AYLS,AYLS.JK,Agro Yasa Lestari Tbk.,2020-02-12,853423236,Pengembangan,active,
DADA,DADA.JK,Diamond Citra Propertindo Tbk.,2020-02-14,7431530800,Pengembangan,active,
ASPI,ASPI.JK,Andalan Sakti Primaindo Tbk.,2020-02-17,681823317,Pengembangan,active,
ESTA,ESTA.JK,Esta Multi Usaha Tbk.,2020-03-09,2425354179,Pengembangan,active,
BESS,BESS.JK,Batulicin Nusantara Maritim Tb,2020-03-09,3440455528,Pengembangan,active,
AMAN,AMAN.JK,Makmur Berkah Amanda Tbk.,2020-03-13,3873500000,Pengembangan,active,
CARE,CARE.JK,Metro Healthcare Indonesia Tbk,2020-03-13,33250000000,Pengembangan,active,
PIPA,PIPA.JK,Multi Makmur Lemindo Tbk.,2023-04-10,3426097190,Pengembangan,active,
NCKL,NCKL.JK,Trimegah Bangun Persada Tbk.,2023-04-12,63098600000,Utama,active,
MENN,MENN.JK,Menn Teknologi Indonesia Tbk.,2023-04-18,1434052006,Pemantauan Khusus,active,
AWAN,AWAN.JK,Era Digital Media Tbk.,2023-04-18,3435000000,Pengembangan,active,
MBMA,MBMA.JK,Merdeka Battery Materials Tbk.,2023-04-18,107995419900,Utama,active,
RAAM,RAAM.JK,Tripar Multivision Plus Tbk.,2023-05-08,6813620000,Utama,active,
DOOH,DOOH.JK,Era Media Sejahtera Tbk.,2023-05-08,7738891036,Pengembangan,active,
CGAS,CGAS.JK,Citra Nusantara Gemilang Tbk.,2024-01-08,1771499039,Pengembangan,active,
NICE,NICE.JK,Adhi Kartiko Pratama Tbk.,2024-01-09,6082020000,Pengembangan,active,
MSJA,MSJA.JK,Multi Spunindo Jaya Tbk.,2024-01-10,5882352900,Pengembangan,active,
SMLE,SMLE.JK,Sinergi Multi Lestarindo Tbk.,2024-01-10,2328153048,Pengembangan,active,
ACRO,ACRO.JK,Samcro Hyosung Adilestari Tbk.,2024-01-11,3469345537,Pengembangan,active,
MANG,MANG.JK,Manggung Polahraya Tbk.,2024-01-11,3812570703,Akselerasi,active,
WIFI,WIFI.JK,Solusi Sinergi Digital Tbk.,2020-12-30,5308549015,Pengembangan,active,
FAPA,FAPA.JK,FAP Agri Tbk.,2021-01-04,3629411800,Pengembangan,active,
DCII,DCII.JK,DCI Indonesia Tbk.,2021-01-06,2383745900,Pengembangan,active,
KETR,KETR.JK,Ketrosden Triasmitra Tbk.,2021-01-11,2841262838,Pengembangan,active,
DGNS,DGNS.JK,Diagnos Laboratorium Utama Tbk,2021-01-15,1250000000,Pengembangan,active,
UFOE,UFOE.JK,Damai Sejahtera Abadi Tbk.,2021-02-01,2898261693,Pengembangan,active,
ADMF,ADMF.JK,Adira Dinamika Multi Finance T,2004-03-31,1235803109,Pengembangan,active,
ADMG,ADMG.JK,Polychem Indonesia Tbk,1993-10-20,3889179559,Pengembangan,active,
ADRO,ADRO.JK,Alamtri Resources Indonesia Tb,2008-07-16,29389689400,Utama,active,
AGII,AGII.JK,Samator Indo Gas Tbk.,2016-09-28,3066660000,Pengembangan,active,
AGRO,AGRO.JK,Bank Raya Indonesia Tbk.,08 Agt 2003,24493093216,Utama,active,
AGRS,AGRS.JK,Bank IBK Indonesia Tbk.,2014-12-22,47367057874,Pengembangan,active,
AHAP,AHAP.JK,Asuransi Harta Aman Pratama Tb,1990-09-14,4900000000,Pengembangan,active,
AIMS,AIMS.JK,Artha Mahiya Investama Tbk.,2001-07-20,220000000,Pengembangan,active,
PNSE,PNSE.JK,Pudjiadi & Sons Tbk.,1990-05-01,797813496,Pengembangan,active,
POLY,POLY.JK,Asia Pacific Fibers Tbk,1991-03-12,2495753334,Pemantauan Khusus,active,
POOL,POOL.JK,Pool Advista Indonesia Tbk.,1991-05-20,2341366264,Pemantauan Khusus,active,
PPRO,PPRO.JK,PP Properti Tbk.,2015-05-19,61675671883,Pemantauan Khusus,active,
